ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4,TEDTALK101,PGN.TXT,0.04000,0.00500,0.00889,1
ROUGE-L,TEDTALK343,PGN.TXT,0.15152,0.10638,0.12500,1
ROUGE-1,TEDTALK343,PGN.TXT,0.17949,0.05556,0.08485,1
ROUGE-2,TEDTALK343,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK343,PGN.TXT,0.04000,0.01207,0.01854,1
ROUGE-L,TEDTALK344,PGN.TXT,0.10000,0.10000,0.10000,1
ROUGE-1,TEDTALK344,PGN.TXT,0.12245,0.06000,0.08054,1
ROUGE-2,TEDTALK344,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK344,PGN.TXT,0.02927,0.01333,0.01832,1
ROUGE-L,TEDTALK586,PGN.TXT,0.02326,0.04545,0.03077,1
ROUGE-1,TEDTALK586,PGN.TXT,0.13793,0.06897,0.09195,1
ROUGE-2,TEDTALK586,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK586,PGN.TXT,0.03008,0.01509,0.02010,1
ROUGE-L,TEDTALK102,PGN.TXT,0.05556,0.10000,0.07143,1
ROUGE-1,TEDTALK102,PGN.TXT,0.10000,0.06061,0.07547,1
ROUGE-2,TEDTALK102,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK102,PGN.TXT,0.02222,0.01429,0.01739,1
ROUGE-L,TEDTALK345,PGN.TXT,0.11538,0.04110,0.06061,1
ROUGE-1,TEDTALK345,PGN.TXT,0.21429,0.03209,0.05581,1
ROUGE-2,TEDTALK345,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK345,PGN.TXT,0.05172,0.00663,0.01175,1
ROUGE-L,TEDTALK587,PGN.TXT,0.04545,0.05405,0.04938,1
ROUGE-1,TEDTALK587,PGN.TXT,0.07843,0.02564,0.03865,1
ROUGE-2,TEDTALK587,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK587,PGN.TXT,0.01702,0.00563,0.00847,1
ROUGE-L,TEDTALK103,PGN.TXT,0.05882,0.10000,0.07407,1
ROUGE-1,TEDTALK103,PGN.TXT,0.13158,0.07576,0.09615,1
ROUGE-2,TEDTALK103,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK103,PGN.TXT,0.02941,0.01786,0.02222,1
ROUGE-L,TEDTALK346,PGN.TXT,0.09091,0.05405,0.06780,1
ROUGE-1,TEDTALK346,PGN.TXT,0.33333,0.07759,0.12587,1
ROUGE-2,TEDTALK346,PGN.TXT,0.07692,0.01802,0.02920,1
ROUGE-SU4,TEDTALK346,PGN.TXT,0.10400,0.02453,0.03969,1
ROUGE-L,TEDTALK104,PGN.TXT,0.08333,0.05357,0.06522,1
ROUGE-1,TEDTALK104,PGN.TXT,0.18421,0.03911,0.06452,1
ROUGE-2,TEDTALK104,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK104,PGN.TXT,0.06410,0.01183,0.01998,1
ROUGE-L,TEDTALK588,PGN.TXT,0.19355,0.17647,0.18462,1
ROUGE-1,TEDTALK588,PGN.TXT,0.17647,0.04286,0.06897,1
ROUGE-2,TEDTALK588,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK588,PGN.TXT,0.04000,0.00923,0.01500,1
ROUGE-L,TEDTALK589,PGN.TXT,0.09091,0.07895,0.08451,1
ROUGE-1,TEDTALK589,PGN.TXT,0.11429,0.04878,0.06838,1
ROUGE-2,TEDTALK589,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK589,PGN.TXT,0.02581,0.01111,0.01553,1
ROUGE-L,TEDTALK105,PGN.TXT,0.10811,0.15385,0.12698,1
ROUGE-1,TEDTALK105,PGN.TXT,0.11628,0.04545,0.06536,1
ROUGE-2,TEDTALK105,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK105,PGN.TXT,0.03415,0.01522,0.02105,1
ROUGE-L,TEDTALK347,PGN.TXT,0.18919,0.16279,0.17500,1
ROUGE-1,TEDTALK347,PGN.TXT,0.23077,0.07895,0.11765,1
ROUGE-2,TEDTALK347,PGN.TXT,0.02703,0.00901,0.01351,1
ROUGE-SU4,TEDTALK347,PGN.TXT,0.05714,0.01852,0.02797,1
ROUGE-L,TEDTALK580,PGN.TXT,0.04651,0.08696,0.06061,1
ROUGE-1,TEDTALK580,PGN.TXT,0.06122,0.04839,0.05405,1
ROUGE-2,TEDTALK580,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK580,PGN.TXT,0.01333,0.01154,0.01237,1
ROUGE-L,TEDTALK581,PGN.TXT,0.06000,0.11538,0.07895,1
ROUGE-1,TEDTALK581,PGN.TXT,0.10909,0.07317,0.08759,1
ROUGE-2,TEDTALK581,PGN.TXT,0.01923,0.01299,0.01550,1
ROUGE-SU4,TEDTALK581,PGN.TXT,0.02846,0.01944,0.02310,1
ROUGE-L,TEDTALK62,PGN.TXT,0.14286,0.06383,0.08824,1
ROUGE-1,TEDTALK62,PGN.TXT,0.26087,0.05085,0.08511,1
ROUGE-2,TEDTALK62,PGN.TXT,0.09091,0.01770,0.02963,1
ROUGE-SU4,TEDTALK62,PGN.TXT,0.10476,0.02037,0.03411,1
ROUGE-L,TEDTALK1160,PGN.TXT,0.08889,0.09756,0.09302,1
ROUGE-1,TEDTALK1160,PGN.TXT,0.10909,0.05882,0.07643,1
ROUGE-2,TEDTALK1160,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1160,PGN.TXT,0.02857,0.01522,0.01986,1
ROUGE-L,TEDTALK61,PGN.TXT,0.12500,0.09524,0.10811,1
ROUGE-1,TEDTALK61,PGN.TXT,0.14286,0.03906,0.06135,1
ROUGE-2,TEDTALK61,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK61,PGN.TXT,0.03871,0.01017,0.01611,1
ROUGE-L,TEDTALK60,PGN.TXT,0.03226,0.05263,0.04000,1
ROUGE-1,TEDTALK60,PGN.TXT,0.03030,0.00794,0.01258,1
ROUGE-2,TEDTALK60,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK60,PGN.TXT,0.00690,0.00172,0.00276,1
ROUGE-L,TEDTALK1162,PGN.TXT,0.08163,0.08511,0.08333,1
ROUGE-1,TEDTALK1162,PGN.TXT,0.10909,0.03571,0.05381,1
ROUGE-2,TEDTALK1162,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1162,PGN.TXT,0.02449,0.00759,0.01159,1
ROUGE-L,TEDTALK1161,PGN.TXT,0.17073,0.10769,0.13208,1
ROUGE-1,TEDTALK1161,PGN.TXT,0.23214,0.07386,0.11207,1
ROUGE-2,TEDTALK1161,PGN.TXT,0.01923,0.00585,0.00897,1
ROUGE-SU4,TEDTALK1161,PGN.TXT,0.06667,0.01928,0.02991,1
ROUGE-L,TEDTALK66,PGN.TXT,0.11905,0.11111,0.11494,1
ROUGE-1,TEDTALK66,PGN.TXT,0.17778,0.07143,0.10191,1
ROUGE-2,TEDTALK66,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK66,PGN.TXT,0.04390,0.01765,0.02517,1
ROUGE-L,TEDTALK1164,PGN.TXT,0.15789,0.14286,0.15000,1
ROUGE-1,TEDTALK1164,PGN.TXT,0.19149,0.07627,0.10909,1
ROUGE-2,TEDTALK1164,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1164,PGN.TXT,0.04186,0.01667,0.02384,1
ROUGE-L,TEDTALK65,PGN.TXT,0.18421,0.15556,0.16867,1
ROUGE-1,TEDTALK65,PGN.TXT,0.25581,0.05759,0.09402,1
ROUGE-2,TEDTALK65,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK65,PGN.TXT,0.07568,0.01481,0.02478,1
ROUGE-L,TEDTALK1163,PGN.TXT,0.09375,0.05085,0.06593,1
ROUGE-1,TEDTALK1163,PGN.TXT,0.11765,0.02439,0.04040,1
ROUGE-2,TEDTALK1163,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1163,PGN.TXT,0.02667,0.00526,0.00879,1
ROUGE-L,TEDTALK1166,PGN.TXT,0.13333,0.15000,0.14118,1
ROUGE-1,TEDTALK1166,PGN.TXT,0.17391,0.05970,0.08889,1
ROUGE-2,TEDTALK1166,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1166,PGN.TXT,0.04500,0.01452,0.02195,1
ROUGE-L,TEDTALK64,PGN.TXT,0.09375,0.10714,0.10000,1
ROUGE-1,TEDTALK64,PGN.TXT,0.14286,0.05319,0.07752,1
ROUGE-2,TEDTALK64,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK64,PGN.TXT,0.03030,0.01263,0.01783,1
ROUGE-L,TEDTALK63,PGN.TXT,0.08571,0.13636,0.10526,1
ROUGE-1,TEDTALK63,PGN.TXT,0.12821,0.08333,0.10101,1
ROUGE-2,TEDTALK63,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK63,PGN.TXT,0.02841,0.02000,0.02347,1
ROUGE-L,TEDTALK1165,PGN.TXT,0.09091,0.08000,0.08511,1
ROUGE-1,TEDTALK1165,PGN.TXT,0.08696,0.02857,0.04301,1
ROUGE-2,TEDTALK1165,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1165,PGN.TXT,0.02105,0.00714,0.01067,1
ROUGE-L,TEDTALK139,PGN.TXT,0.08571,0.11111,0.09677,1
ROUGE-1,TEDTALK139,PGN.TXT,0.25000,0.10204,0.14493,1
ROUGE-2,TEDTALK139,PGN.TXT,0.05128,0.02151,0.03030,1
ROUGE-SU4,TEDTALK139,PGN.TXT,0.08421,0.03636,0.05079,1
ROUGE-L,TEDTALK1146,PGN.TXT,0.10909,0.18182,0.13636,1
ROUGE-1,TEDTALK1146,PGN.TXT,0.12857,0.10976,0.11842,1
ROUGE-2,TEDTALK1146,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1146,PGN.TXT,0.03333,0.02778,0.03030,1
ROUGE-L,TEDTALK1388,PGN.TXT,0.08772,0.18519,0.11905,1
ROUGE-1,TEDTALK1388,PGN.TXT,0.17808,0.13830,0.15569,1
ROUGE-2,TEDTALK1388,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1388,PGN.TXT,0.05075,0.04048,0.04503,1
ROUGE-L,TEDTALK1145,PGN.TXT,0.08571,0.07692,0.08108,1
ROUGE-1,TEDTALK1145,PGN.TXT,0.10256,0.02597,0.04145,1
ROUGE-2,TEDTALK1145,PGN.TXT,0.02703,0.00671,0.01075,1
ROUGE-SU4,TEDTALK1145,PGN.TXT,0.03429,0.00833,0.01341,1
ROUGE-L,TEDTALK1387,PGN.TXT,0.12727,0.21875,0.16092,1
ROUGE-1,TEDTALK1387,PGN.TXT,0.18667,0.18421,0.18543,1
ROUGE-2,TEDTALK1387,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1387,PGN.TXT,0.04348,0.04286,0.04317,1
ROUGE-L,TEDTALK1148,PGN.TXT,0.01852,0.04545,0.02632,1
ROUGE-1,TEDTALK1148,PGN.TXT,0.01695,0.00926,0.01198,1
ROUGE-2,TEDTALK1148,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1148,PGN.TXT,0.00364,0.00204,0.00261,1
ROUGE-L,TEDTALK1389,PGN.TXT,0.08065,0.33333,0.12987,1
ROUGE-1,TEDTALK1389,PGN.TXT,0.10959,0.08163,0.09357,1
ROUGE-2,TEDTALK1389,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1389,PGN.TXT,0.02687,0.02045,0.02323,1
ROUGE-L,TEDTALK1147,PGN.TXT,0.13793,0.16000,0.14815,1
ROUGE-1,TEDTALK1147,PGN.TXT,0.19355,0.07895,0.11215,1
ROUGE-2,TEDTALK1147,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1147,PGN.TXT,0.05185,0.02000,0.02887,1
ROUGE-L,TEDTALK1149,PGN.TXT,0.10526,0.04348,0.06154,1
ROUGE-1,TEDTALK1149,PGN.TXT,0.25000,0.05000,0.08333,1
ROUGE-2,TEDTALK1149,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1149,PGN.TXT,0.06364,0.01273,0.02121,1
ROUGE-L,TEDTALK373,PGN.TXT,0.06977,0.07895,0.07407,1
ROUGE-1,TEDTALK373,PGN.TXT,0.08163,0.04545,0.05839,1
ROUGE-2,TEDTALK373,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK373,PGN.TXT,0.02326,0.01282,0.01653,1
ROUGE-L,TEDTALK131,PGN.TXT,0.09091,0.08696,0.08889,1
ROUGE-1,TEDTALK131,PGN.TXT,0.08696,0.02564,0.03960,1
ROUGE-2,TEDTALK131,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK131,PGN.TXT,0.01905,0.00556,0.00860,1
ROUGE-L,TEDTALK132,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-1,TEDTALK132,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-2,TEDTALK132,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK132,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-L,TEDTALK374,PGN.TXT,0.11429,0.05882,0.07767,1
ROUGE-1,TEDTALK374,PGN.TXT,0.25581,0.06250,0.10046,1
ROUGE-2,TEDTALK374,PGN.TXT,0.02439,0.00585,0.00943,1
ROUGE-SU4,TEDTALK374,PGN.TXT,0.06667,0.01566,0.02537,1
ROUGE-L,TEDTALK133,PGN.TXT,0.13043,0.10000,0.11321,1
ROUGE-1,TEDTALK133,PGN.TXT,0.12500,0.02679,0.04412,1
ROUGE-2,TEDTALK133,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK133,PGN.TXT,0.03636,0.00784,0.01290,1
ROUGE-L,TEDTALK375,PGN.TXT,0.08571,0.06818,0.07595,1
ROUGE-1,TEDTALK375,PGN.TXT,0.10000,0.03960,0.05674,1
ROUGE-2,TEDTALK375,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK375,PGN.TXT,0.02778,0.01099,0.01575,1
ROUGE-L,TEDTALK134,PGN.TXT,0.06061,0.07407,0.06667,1
ROUGE-1,TEDTALK134,PGN.TXT,0.07692,0.03061,0.04380,1
ROUGE-2,TEDTALK134,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK134,PGN.TXT,0.01714,0.00682,0.00976,1
ROUGE-L,TEDTALK376,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-1,TEDTALK376,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-2,TEDTALK376,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK376,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-L,TEDTALK135,PGN.TXT,0.11111,0.06818,0.08451,1
ROUGE-1,TEDTALK135,PGN.TXT,0.20000,0.05172,0.08219,1
ROUGE-2,TEDTALK135,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK135,PGN.TXT,0.04615,0.01091,0.01765,1
ROUGE-L,TEDTALK377,PGN.TXT,0.11429,0.13333,0.12308,1
ROUGE-1,TEDTALK377,PGN.TXT,0.12821,0.05556,0.07752,1
ROUGE-2,TEDTALK377,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK377,PGN.TXT,0.02857,0.01250,0.01739,1
ROUGE-L,TEDTALK136,PGN.TXT,0.14706,0.10638,0.12346,1
ROUGE-1,TEDTALK136,PGN.TXT,0.32500,0.06806,0.11255,1
ROUGE-2,TEDTALK136,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK136,PGN.TXT,0.08421,0.01730,0.02870,1
ROUGE-L,TEDTALK378,PGN.TXT,0.10638,0.12821,0.11628,1
ROUGE-1,TEDTALK378,PGN.TXT,0.21053,0.09091,0.12698,1
ROUGE-2,TEDTALK378,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK378,PGN.TXT,0.05714,0.02456,0.03436,1
ROUGE-L,TEDTALK137,PGN.TXT,0.06897,0.10526,0.08333,1
ROUGE-1,TEDTALK137,PGN.TXT,0.09677,0.03750,0.05405,1
ROUGE-2,TEDTALK137,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK137,PGN.TXT,0.02222,0.00857,0.01237,1
ROUGE-L,TEDTALK379,PGN.TXT,0.11111,0.15385,0.12903,1
ROUGE-1,TEDTALK379,PGN.TXT,0.25581,0.11957,0.16296,1
ROUGE-2,TEDTALK379,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK379,PGN.TXT,0.05641,0.02683,0.03636,1
ROUGE-L,TEDTALK138,PGN.TXT,0.08824,0.11538,0.10000,1
ROUGE-1,TEDTALK138,PGN.TXT,0.12821,0.05682,0.07874,1
ROUGE-2,TEDTALK138,PGN.TXT,0.02632,0.01205,0.01653,1
ROUGE-SU4,TEDTALK138,PGN.TXT,0.03243,0.01538,0.02087,1
ROUGE-L,TEDTALK370,PGN.TXT,0.07500,0.07692,0.07595,1
ROUGE-1,TEDTALK370,PGN.TXT,0.09756,0.03846,0.05517,1
ROUGE-2,TEDTALK370,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK370,PGN.TXT,0.02162,0.00816,0.01185,1
ROUGE-L,TEDTALK371,PGN.TXT,0.18421,0.13725,0.15730,1
ROUGE-1,TEDTALK371,PGN.TXT,0.18421,0.05600,0.08589,1
ROUGE-2,TEDTALK371,PGN.TXT,0.02778,0.00826,0.01274,1
ROUGE-SU4,TEDTALK371,PGN.TXT,0.04706,0.01368,0.02119,1
ROUGE-L,TEDTALK372,PGN.TXT,0.07895,0.10000,0.08824,1
ROUGE-1,TEDTALK372,PGN.TXT,0.09524,0.03226,0.04819,1
ROUGE-2,TEDTALK372,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK372,PGN.TXT,0.02105,0.00702,0.01053,1
ROUGE-L,TEDTALK130,PGN.TXT,0.18421,0.16667,0.17500,1
ROUGE-1,TEDTALK130,PGN.TXT,0.23077,0.05769,0.09231,1
ROUGE-2,TEDTALK130,PGN.TXT,0.05405,0.01342,0.02151,1
ROUGE-SU4,TEDTALK130,PGN.TXT,0.06857,0.01690,0.02712,1
ROUGE-L,TEDTALK1391,PGN.TXT,0.10870,0.13514,0.12048,1
ROUGE-1,TEDTALK1391,PGN.TXT,0.12281,0.07292,0.09150,1
ROUGE-2,TEDTALK1391,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1391,PGN.TXT,0.03019,0.01860,0.02302,1
ROUGE-L,TEDTALK1390,PGN.TXT,0.04167,0.08333,0.05556,1
ROUGE-1,TEDTALK1390,PGN.TXT,0.07143,0.05263,0.06061,1
ROUGE-2,TEDTALK1390,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1390,PGN.TXT,0.01600,0.01212,0.01379,1
ROUGE-L,TEDTALK1151,PGN.TXT,0.08333,0.06522,0.07317,1
ROUGE-1,TEDTALK1151,PGN.TXT,0.15000,0.04478,0.06897,1
ROUGE-2,TEDTALK1151,PGN.TXT,0.05128,0.01550,0.02381,1
ROUGE-SU4,TEDTALK1151,PGN.TXT,0.04211,0.01290,0.01975,1
ROUGE-L,TEDTALK1393,PGN.TXT,0.08333,0.14286,0.10526,1
ROUGE-1,TEDTALK1393,PGN.TXT,0.12069,0.09459,0.10606,1
ROUGE-2,TEDTALK1393,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1393,PGN.TXT,0.03462,0.02813,0.03103,1
ROUGE-L,TEDTALK1392,PGN.TXT,0.08000,0.14815,0.10390,1
ROUGE-1,TEDTALK1392,PGN.TXT,0.13793,0.11111,0.12308,1
ROUGE-2,TEDTALK1392,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1392,PGN.TXT,0.03333,0.02424,0.02807,1
ROUGE-L,TEDTALK1150,PGN.TXT,0.11538,0.05172,0.07143,1
ROUGE-1,TEDTALK1150,PGN.TXT,0.17857,0.02564,0.04484,1
ROUGE-2,TEDTALK1150,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1150,PGN.TXT,0.07500,0.00952,0.01690,1
ROUGE-L,TEDTALK1153,PGN.TXT,0.14286,0.15625,0.14925,1
ROUGE-1,TEDTALK1153,PGN.TXT,0.20513,0.05714,0.08939,1
ROUGE-2,TEDTALK1153,PGN.TXT,0.02778,0.00730,0.01156,1
ROUGE-SU4,TEDTALK1153,PGN.TXT,0.05263,0.01343,0.02140,1
ROUGE-L,TEDTALK1395,PGN.TXT,0.13462,0.18421,0.15556,1
ROUGE-1,TEDTALK1395,PGN.TXT,0.20635,0.13265,0.16149,1
ROUGE-2,TEDTALK1395,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1395,PGN.TXT,0.05091,0.03111,0.03862,1
ROUGE-L,TEDTALK1152,PGN.TXT,0.06250,0.27273,0.10169,1
ROUGE-1,TEDTALK1152,PGN.TXT,0.10714,0.07692,0.08955,1
ROUGE-2,TEDTALK1152,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1152,PGN.TXT,0.03200,0.02353,0.02712,1
ROUGE-L,TEDTALK1394,PGN.TXT,0.06250,0.05556,0.05882,1
ROUGE-1,TEDTALK1394,PGN.TXT,0.09259,0.02564,0.04016,1
ROUGE-2,TEDTALK1394,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1394,PGN.TXT,0.02083,0.00518,0.00830,1
ROUGE-L,TEDTALK1397,PGN.TXT,0.11628,0.13889,0.12658,1
ROUGE-1,TEDTALK1397,PGN.TXT,0.12766,0.07143,0.09160,1
ROUGE-2,TEDTALK1397,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1397,PGN.TXT,0.03415,0.01892,0.02435,1
ROUGE-L,TEDTALK1155,PGN.TXT,0.09677,0.10714,0.10169,1
ROUGE-1,TEDTALK1155,PGN.TXT,0.11111,0.03846,0.05714,1
ROUGE-2,TEDTALK1155,PGN.TXT,0.02941,0.01010,0.01504,1
ROUGE-SU4,TEDTALK1155,PGN.TXT,0.03125,0.01064,0.01587,1
ROUGE-L,TEDTALK1396,PGN.TXT,0.08065,0.11628,0.09524,1
ROUGE-1,TEDTALK1396,PGN.TXT,0.17568,0.09155,0.12037,1
ROUGE-2,TEDTALK1396,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1396,PGN.TXT,0.04412,0.02273,0.03000,1
ROUGE-L,TEDTALK1154,PGN.TXT,0.14706,0.07937,0.10309,1
ROUGE-1,TEDTALK1154,PGN.TXT,0.22222,0.05000,0.08163,1
ROUGE-2,TEDTALK1154,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1154,PGN.TXT,0.05625,0.01200,0.01978,1
ROUGE-L,TEDTALK1377,PGN.TXT,0.09524,0.11765,0.10526,1
ROUGE-1,TEDTALK1377,PGN.TXT,0.21277,0.06757,0.10256,1
ROUGE-2,TEDTALK1377,PGN.TXT,0.02222,0.00699,0.01064,1
ROUGE-SU4,TEDTALK1377,PGN.TXT,0.06047,0.01884,0.02873,1
ROUGE-L,TEDTALK1135,PGN.TXT,0.02222,0.04348,0.02941,1
ROUGE-1,TEDTALK1135,PGN.TXT,0.01961,0.00676,0.01005,1
ROUGE-2,TEDTALK1135,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1135,PGN.TXT,0.00439,0.00154,0.00228,1
ROUGE-L,TEDTALK128,PGN.TXT,0.06250,0.04348,0.05128,1
ROUGE-1,TEDTALK128,PGN.TXT,0.06250,0.00641,0.01163,1
ROUGE-2,TEDTALK128,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK128,PGN.TXT,0.01429,0.00141,0.00256,1
ROUGE-L,TEDTALK129,PGN.TXT,0.08000,0.17391,0.10959,1
ROUGE-1,TEDTALK129,PGN.TXT,0.08065,0.06579,0.07246,1
ROUGE-2,TEDTALK129,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK129,PGN.TXT,0.01786,0.01515,0.01639,1
ROUGE-L,TEDTALK1376,PGN.TXT,0.08197,0.13889,0.10309,1
ROUGE-1,TEDTALK1376,PGN.TXT,0.14634,0.15000,0.14815,1
ROUGE-2,TEDTALK1376,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1376,PGN.TXT,0.03421,0.03714,0.03562,1
ROUGE-L,TEDTALK1134,PGN.TXT,0.07143,0.18750,0.10345,1
ROUGE-1,TEDTALK1134,PGN.TXT,0.23214,0.18056,0.20313,1
ROUGE-2,TEDTALK1134,PGN.TXT,0.01852,0.01538,0.01681,1
ROUGE-SU4,TEDTALK1134,PGN.TXT,0.06154,0.05517,0.05818,1
ROUGE-L,TEDTALK1137,PGN.TXT,0.15385,0.21429,0.17910,1
ROUGE-1,TEDTALK1137,PGN.TXT,0.27083,0.13265,0.17808,1
ROUGE-2,TEDTALK1137,PGN.TXT,0.04444,0.02151,0.02899,1
ROUGE-SU4,TEDTALK1137,PGN.TXT,0.07143,0.03409,0.04615,1
ROUGE-L,TEDTALK1379,PGN.TXT,0.10638,0.15152,0.12500,1
ROUGE-1,TEDTALK1379,PGN.TXT,0.14545,0.08163,0.10458,1
ROUGE-2,TEDTALK1379,PGN.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1379,PGN.TXT,0.03673,0.02045,0.02628,1
ROUGE-L,TEDTALK1378,PGN.TXT,0.06780,0.36364,0.11429,1
ROUGE-1,TEDTALK1378,PGN.TXT,0.17722,0.19444,0.18543,1
ROUGE-2,TEDTALK1378,PGN.TXT,0.01333,0.01493,0.01408,1
ROUGE-SU4,TEDTALK1378,PGN.TXT,0.05352,0.06129,0.05714,1
ROUGE-L,TEDTALK1136,PGN.TXT,0.20455,0.16364,0.18182,1
ROUGE-1,TEDTALK1136,PGN.TXT,0.28261,0.09028,0.13684,1
ROUGE-2,TEDTALK1136,PGN.TXT,0.02326,0.00719,0.01099,1
ROUGE-SU4,TEDTALK1136,PGN.TXT,0.07882,0.02388,0.03666,1
ROUGE-L,TEDTALK1139,PGN.TXT,0.17949,0.12500,0.14737,1
ROUGE-1,TEDTALK1139,PGN.TXT,0.25532,0.07895,0.12060,1
ROUGE-2,TEDTALK1139,PGN.TXT,0.02222,0.00680,0.01042,1
ROUGE-SU4,TEDTALK1139,PGN.TXT,0.07907,0.02394,0.03676,1
ROUGE-L,TEDTALK1138,PGN.TXT,0.05128,0.05128,0.05128,1
ROUGE-1,TEDTALK1138,PGN.TXT,0.04651,0.01481,0.02247,1
ROUGE-2,TEDTALK1138,PGN.TXT,0.00000,0.00000,0.00000,1
