ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,TEDTALK2017,TEXTRANK.TXT,0.24272,0.21008,0.22523,1
ROUGE-2,TEDTALK2017,TEXTRANK.TXT,0.01010,0.00855,0.00926,1
ROUGE-SU4,TEDTALK2017,TEXTRANK.TXT,0.06316,0.05217,0.05714,1
ROUGE-L,TEDTALK1169,TEXTRANK.TXT,0.14286,0.06250,0.08696,1
ROUGE-1,TEDTALK1169,TEXTRANK.TXT,0.26667,0.09302,0.13793,1
ROUGE-2,TEDTALK1169,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1169,TEXTRANK.TXT,0.07857,0.02619,0.03929,1
ROUGE-L,TEDTALK2016,TEXTRANK.TXT,0.08696,0.05882,0.07018,1
ROUGE-1,TEDTALK2016,TEXTRANK.TXT,0.31579,0.17822,0.22785,1
ROUGE-2,TEDTALK2016,TEXTRANK.TXT,0.03636,0.02000,0.02581,1
ROUGE-SU4,TEDTALK2016,TEXTRANK.TXT,0.10566,0.05657,0.07368,1
ROUGE-L,TEDTALK2019,TEXTRANK.TXT,0.15517,0.12162,0.13636,1
ROUGE-1,TEDTALK2019,TEXTRANK.TXT,0.25333,0.14729,0.18627,1
ROUGE-2,TEDTALK2019,TEXTRANK.TXT,0.01408,0.00787,0.01010,1
ROUGE-SU4,TEDTALK2019,TEXTRANK.TXT,0.06269,0.03360,0.04375,1
ROUGE-L,TEDTALK2018,TEXTRANK.TXT,0.10169,0.06818,0.08163,1
ROUGE-1,TEDTALK2018,TEXTRANK.TXT,0.27160,0.18182,0.21782,1
ROUGE-2,TEDTALK2018,TEXTRANK.TXT,0.02564,0.01681,0.02030,1
ROUGE-SU4,TEDTALK2018,TEXTRANK.TXT,0.08267,0.05299,0.06458,1
ROUGE-L,TEDTALK351,TEXTRANK.TXT,0.10256,0.05714,0.07339,1
ROUGE-1,TEDTALK351,TEXTRANK.TXT,0.14634,0.05714,0.08219,1
ROUGE-2,TEDTALK351,TEXTRANK.TXT,0.02703,0.01031,0.01493,1
ROUGE-SU4,TEDTALK351,TEXTRANK.TXT,0.04762,0.01782,0.02593,1
ROUGE-L,TEDTALK352,TEXTRANK.TXT,0.12500,0.05063,0.07207,1
ROUGE-1,TEDTALK352,TEXTRANK.TXT,0.21212,0.05469,0.08696,1
ROUGE-2,TEDTALK352,TEXTRANK.TXT,0.03226,0.00800,0.01282,1
ROUGE-SU4,TEDTALK352,TEXTRANK.TXT,0.06164,0.01475,0.02381,1
ROUGE-L,TEDTALK353,TEXTRANK.TXT,0.16129,0.07937,0.10638,1
ROUGE-1,TEDTALK353,TEXTRANK.TXT,0.23077,0.08411,0.12329,1
ROUGE-2,TEDTALK353,TEXTRANK.TXT,0.02703,0.01010,0.01471,1
ROUGE-SU4,TEDTALK353,TEXTRANK.TXT,0.06857,0.02614,0.03785,1
ROUGE-L,TEDTALK354,TEXTRANK.TXT,0.13889,0.08065,0.10204,1
ROUGE-1,TEDTALK354,TEXTRANK.TXT,0.24390,0.10101,0.14286,1
ROUGE-2,TEDTALK354,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK354,TEXTRANK.TXT,0.07027,0.02737,0.03939,1
ROUGE-L,TEDTALK355,TEXTRANK.TXT,0.08571,0.03947,0.05405,1
ROUGE-1,TEDTALK355,TEXTRANK.TXT,0.18919,0.06364,0.09524,1
ROUGE-2,TEDTALK355,TEXTRANK.TXT,0.02857,0.00926,0.01399,1
ROUGE-SU4,TEDTALK355,TEXTRANK.TXT,0.05455,0.01698,0.02590,1
ROUGE-L,TEDTALK356,TEXTRANK.TXT,0.10256,0.05405,0.07080,1
ROUGE-1,TEDTALK356,TEXTRANK.TXT,0.21739,0.09174,0.12903,1
ROUGE-2,TEDTALK356,TEXTRANK.TXT,0.02273,0.00926,0.01316,1
ROUGE-SU4,TEDTALK356,TEXTRANK.TXT,0.05238,0.02056,0.02953,1
ROUGE-L,TEDTALK357,TEXTRANK.TXT,0.19444,0.07778,0.11111,1
ROUGE-1,TEDTALK357,TEXTRANK.TXT,0.25641,0.08000,0.12195,1
ROUGE-2,TEDTALK357,TEXTRANK.TXT,0.02703,0.00820,0.01258,1
ROUGE-SU4,TEDTALK357,TEXTRANK.TXT,0.07429,0.02185,0.03377,1
ROUGE-L,TEDTALK358,TEXTRANK.TXT,0.08824,0.05000,0.06383,1
ROUGE-1,TEDTALK358,TEXTRANK.TXT,0.20513,0.07477,0.10959,1
ROUGE-2,TEDTALK358,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK358,TEXTRANK.TXT,0.05714,0.02564,0.03540,1
ROUGE-L,TEDTALK350,TEXTRANK.TXT,0.11429,0.08889,0.10000,1
ROUGE-1,TEDTALK350,TEXTRANK.TXT,0.15789,0.08571,0.11111,1
ROUGE-2,TEDTALK350,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK350,TEXTRANK.TXT,0.04118,0.02059,0.02745,1
ROUGE-L,TEDTALK1171,TEXTRANK.TXT,0.13462,0.09859,0.11382,1
ROUGE-1,TEDTALK1171,TEXTRANK.TXT,0.22034,0.12500,0.15951,1
ROUGE-2,TEDTALK1171,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1171,TEXTRANK.TXT,0.06545,0.03673,0.04706,1
ROUGE-L,TEDTALK1170,TEXTRANK.TXT,0.17857,0.07246,0.10309,1
ROUGE-1,TEDTALK1170,TEXTRANK.TXT,0.22581,0.07368,0.11111,1
ROUGE-2,TEDTALK1170,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1170,TEXTRANK.TXT,0.06667,0.01978,0.03051,1
ROUGE-L,TEDTALK2020,TEXTRANK.TXT,0.16923,0.13253,0.14865,1
ROUGE-1,TEDTALK2020,TEXTRANK.TXT,0.29762,0.20833,0.24510,1
ROUGE-2,TEDTALK2020,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2020,TEXTRANK.TXT,0.08462,0.05893,0.06947,1
ROUGE-L,TEDTALK1173,TEXTRANK.TXT,0.15385,0.08696,0.11111,1
ROUGE-1,TEDTALK1173,TEXTRANK.TXT,0.20930,0.09000,0.12587,1
ROUGE-2,TEDTALK1173,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1173,TEXTRANK.TXT,0.06486,0.02500,0.03609,1
ROUGE-L,TEDTALK1172,TEXTRANK.TXT,0.02778,0.01695,0.02105,1
ROUGE-1,TEDTALK1172,TEXTRANK.TXT,0.02128,0.01205,0.01538,1
ROUGE-2,TEDTALK1172,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1172,TEXTRANK.TXT,0.00465,0.00247,0.00323,1
ROUGE-L,TEDTALK2022,TEXTRANK.TXT,0.04688,0.07143,0.05660,1
ROUGE-1,TEDTALK2022,TEXTRANK.TXT,0.17284,0.24138,0.20144,1
ROUGE-2,TEDTALK2022,TEXTRANK.TXT,0.02564,0.03509,0.02963,1
ROUGE-SU4,TEDTALK2022,TEXTRANK.TXT,0.05333,0.07143,0.06107,1
ROUGE-L,TEDTALK1175,TEXTRANK.TXT,0.21053,0.05405,0.08602,1
ROUGE-1,TEDTALK1175,TEXTRANK.TXT,0.30000,0.05882,0.09836,1
ROUGE-2,TEDTALK1175,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1175,TEXTRANK.TXT,0.07500,0.01277,0.02182,1
ROUGE-L,TEDTALK2021,TEXTRANK.TXT,0.14062,0.12500,0.13235,1
ROUGE-1,TEDTALK2021,TEXTRANK.TXT,0.25610,0.17500,0.20792,1
ROUGE-2,TEDTALK2021,TEXTRANK.TXT,0.01282,0.00877,0.01042,1
ROUGE-SU4,TEDTALK2021,TEXTRANK.TXT,0.07838,0.05370,0.06374,1
ROUGE-L,TEDTALK1174,TEXTRANK.TXT,0.19512,0.11429,0.14414,1
ROUGE-1,TEDTALK1174,TEXTRANK.TXT,0.23913,0.10377,0.14474,1
ROUGE-2,TEDTALK1174,TEXTRANK.TXT,0.02326,0.00980,0.01379,1
ROUGE-SU4,TEDTALK1174,TEXTRANK.TXT,0.06500,0.02653,0.03768,1
ROUGE-L,TEDTALK1177,TEXTRANK.TXT,0.18519,0.06098,0.09174,1
ROUGE-1,TEDTALK1177,TEXTRANK.TXT,0.26667,0.07143,0.11268,1
ROUGE-2,TEDTALK1177,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1177,TEXTRANK.TXT,0.06349,0.01481,0.02402,1
ROUGE-L,TEDTALK2024,TEXTRANK.TXT,0.07895,0.08955,0.08392,1
ROUGE-1,TEDTALK2024,TEXTRANK.TXT,0.22917,0.22449,0.22680,1
ROUGE-2,TEDTALK2024,TEXTRANK.TXT,0.04444,0.04124,0.04278,1
ROUGE-SU4,TEDTALK2024,TEXTRANK.TXT,0.06905,0.06042,0.06444,1
ROUGE-L,TEDTALK2023,TEXTRANK.TXT,0.19697,0.17808,0.18705,1
ROUGE-1,TEDTALK2023,TEXTRANK.TXT,0.28049,0.18852,0.22549,1
ROUGE-2,TEDTALK2023,TEXTRANK.TXT,0.01282,0.00840,0.01015,1
ROUGE-SU4,TEDTALK2023,TEXTRANK.TXT,0.08378,0.05345,0.06526,1
ROUGE-L,TEDTALK1176,TEXTRANK.TXT,0.17021,0.12698,0.14545,1
ROUGE-1,TEDTALK1176,TEXTRANK.TXT,0.32759,0.17757,0.23030,1
ROUGE-2,TEDTALK1176,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1176,TEXTRANK.TXT,0.10385,0.05567,0.07248,1
ROUGE-L,TEDTALK348,TEXTRANK.TXT,0.17949,0.10000,0.12844,1
ROUGE-1,TEDTALK348,TEXTRANK.TXT,0.26190,0.10280,0.14765,1
ROUGE-2,TEDTALK348,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK348,TEXTRANK.TXT,0.07222,0.02524,0.03741,1
ROUGE-L,TEDTALK2004,TEXTRANK.TXT,0.09333,0.12069,0.10526,1
ROUGE-1,TEDTALK2004,TEXTRANK.TXT,0.14444,0.11404,0.12745,1
ROUGE-2,TEDTALK2004,TEXTRANK.TXT,0.01163,0.00935,0.01036,1
ROUGE-SU4,TEDTALK2004,TEXTRANK.TXT,0.03659,0.03000,0.03297,1
ROUGE-L,TEDTALK1157,TEXTRANK.TXT,0.11111,0.07595,0.09023,1
ROUGE-1,TEDTALK1157,TEXTRANK.TXT,0.22581,0.11570,0.15301,1
ROUGE-2,TEDTALK1157,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1157,TEXTRANK.TXT,0.06071,0.02906,0.03931,1
ROUGE-L,TEDTALK349,TEXTRANK.TXT,0.09302,0.08696,0.08989,1
ROUGE-1,TEDTALK349,TEXTRANK.TXT,0.24000,0.22222,0.23077,1
ROUGE-2,TEDTALK349,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK349,TEXTRANK.TXT,0.06364,0.05385,0.05833,1
ROUGE-L,TEDTALK1156,TEXTRANK.TXT,0.26471,0.15517,0.19565,1
ROUGE-1,TEDTALK1156,TEXTRANK.TXT,0.32432,0.10619,0.16000,1
ROUGE-2,TEDTALK1156,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1156,TEXTRANK.TXT,0.08387,0.02476,0.03824,1
ROUGE-L,TEDTALK2003,TEXTRANK.TXT,0.08333,0.08929,0.08621,1
ROUGE-1,TEDTALK2003,TEXTRANK.TXT,0.13333,0.13889,0.13605,1
ROUGE-2,TEDTALK2003,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2003,TEXTRANK.TXT,0.03881,0.03714,0.03796,1
ROUGE-L,TEDTALK1159,TEXTRANK.TXT,0.11111,0.08065,0.09346,1
ROUGE-1,TEDTALK1159,TEXTRANK.TXT,0.13462,0.07865,0.09929,1
ROUGE-2,TEDTALK1159,TEXTRANK.TXT,0.02000,0.01149,0.01460,1
ROUGE-SU4,TEDTALK1159,TEXTRANK.TXT,0.03750,0.02118,0.02707,1
ROUGE-L,TEDTALK2006,TEXTRANK.TXT,0.15254,0.10843,0.12676,1
ROUGE-1,TEDTALK2006,TEXTRANK.TXT,0.23684,0.14876,0.18274,1
ROUGE-2,TEDTALK2006,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2006,TEXTRANK.TXT,0.07059,0.04174,0.05246,1
ROUGE-L,TEDTALK2005,TEXTRANK.TXT,0.13333,0.16129,0.14599,1
ROUGE-1,TEDTALK2005,TEXTRANK.TXT,0.18478,0.14912,0.16505,1
ROUGE-2,TEDTALK2005,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2005,TEXTRANK.TXT,0.04634,0.03654,0.04086,1
ROUGE-L,TEDTALK1158,TEXTRANK.TXT,0.25714,0.13636,0.17822,1
ROUGE-1,TEDTALK1158,TEXTRANK.TXT,0.31579,0.10714,0.16000,1
ROUGE-2,TEDTALK1158,TEXTRANK.TXT,0.08333,0.02804,0.04196,1
ROUGE-SU4,TEDTALK1158,TEXTRANK.TXT,0.12941,0.04305,0.06461,1
ROUGE-L,TEDTALK2008,TEXTRANK.TXT,0.15385,0.15000,0.15190,1
ROUGE-1,TEDTALK2008,TEXTRANK.TXT,0.25000,0.21429,0.23077,1
ROUGE-2,TEDTALK2008,TEXTRANK.TXT,0.01923,0.01626,0.01762,1
ROUGE-SU4,TEDTALK2008,TEXTRANK.TXT,0.07200,0.06000,0.06545,1
ROUGE-L,TEDTALK2007,TEXTRANK.TXT,0.12048,0.15152,0.13423,1
ROUGE-1,TEDTALK2007,TEXTRANK.TXT,0.21739,0.27778,0.24390,1
ROUGE-2,TEDTALK2007,TEXTRANK.TXT,0.01818,0.02273,0.02020,1
ROUGE-SU4,TEDTALK2007,TEXTRANK.TXT,0.06286,0.07674,0.06911,1
ROUGE-L,TEDTALK2009,TEXTRANK.TXT,0.11842,0.11392,0.11613,1
ROUGE-1,TEDTALK2009,TEXTRANK.TXT,0.18103,0.17355,0.17722,1
ROUGE-2,TEDTALK2009,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2009,TEXTRANK.TXT,0.04444,0.04103,0.04267,1
ROUGE-L,TEDTALK340,TEXTRANK.TXT,0.16667,0.10870,0.13158,1
ROUGE-1,TEDTALK340,TEXTRANK.TXT,0.18750,0.08333,0.11538,1
ROUGE-2,TEDTALK340,TEXTRANK.TXT,0.03448,0.01408,0.02000,1
ROUGE-SU4,TEDTALK340,TEXTRANK.TXT,0.05385,0.02000,0.02917,1
ROUGE-L,TEDTALK341,TEXTRANK.TXT,0.03030,0.01471,0.01980,1
ROUGE-1,TEDTALK341,TEXTRANK.TXT,0.15152,0.05747,0.08333,1
ROUGE-2,TEDTALK341,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK341,TEXTRANK.TXT,0.03226,0.01176,0.01724,1
ROUGE-L,TEDTALK342,TEXTRANK.TXT,0.26087,0.08696,0.13043,1
ROUGE-1,TEDTALK342,TEXTRANK.TXT,0.34615,0.08108,0.13139,1
ROUGE-2,TEDTALK342,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK342,TEXTRANK.TXT,0.12727,0.02617,0.04341,1
ROUGE-L,TEDTALK343,TEXTRANK.TXT,0.09091,0.04286,0.05825,1
ROUGE-1,TEDTALK343,TEXTRANK.TXT,0.23077,0.07692,0.11538,1
ROUGE-2,TEDTALK343,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK343,TEXTRANK.TXT,0.06857,0.02124,0.03243,1
ROUGE-L,TEDTALK344,TEXTRANK.TXT,0.17500,0.12500,0.14583,1
ROUGE-1,TEDTALK344,TEXTRANK.TXT,0.16327,0.10390,0.12698,1
ROUGE-2,TEDTALK344,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK344,TEXTRANK.TXT,0.03902,0.02319,0.02909,1
ROUGE-L,TEDTALK345,TEXTRANK.TXT,0.11538,0.04688,0.06667,1
ROUGE-1,TEDTALK345,TEXTRANK.TXT,0.21429,0.06186,0.09600,1
ROUGE-2,TEDTALK345,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK345,TEXTRANK.TXT,0.06897,0.01684,0.02707,1
ROUGE-L,TEDTALK346,TEXTRANK.TXT,0.13636,0.03261,0.05263,1
ROUGE-1,TEDTALK346,TEXTRANK.TXT,0.37037,0.06452,0.10989,1
ROUGE-2,TEDTALK346,TEXTRANK.TXT,0.07692,0.01307,0.02235,1
ROUGE-SU4,TEDTALK346,TEXTRANK.TXT,0.13600,0.02252,0.03864,1
ROUGE-L,TEDTALK347,TEXTRANK.TXT,0.10811,0.06154,0.07843,1
ROUGE-1,TEDTALK347,TEXTRANK.TXT,0.23077,0.10976,0.14876,1
ROUGE-2,TEDTALK347,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK347,TEXTRANK.TXT,0.06857,0.03000,0.04174,1
ROUGE-L,TEDTALK1160,TEXTRANK.TXT,0.08889,0.06349,0.07407,1
ROUGE-1,TEDTALK1160,TEXTRANK.TXT,0.10909,0.06000,0.07742,1
ROUGE-2,TEDTALK1160,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1160,TEXTRANK.TXT,0.02449,0.01277,0.01678,1
ROUGE-L,TEDTALK1162,TEXTRANK.TXT,0.04082,0.03077,0.03509,1
ROUGE-1,TEDTALK1162,TEXTRANK.TXT,0.12727,0.05785,0.07955,1
ROUGE-2,TEDTALK1162,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1162,TEXTRANK.TXT,0.02857,0.01197,0.01687,1
ROUGE-L,TEDTALK1161,TEXTRANK.TXT,0.12195,0.08475,0.10000,1
ROUGE-1,TEDTALK1161,TEXTRANK.TXT,0.28571,0.19753,0.23358,1
ROUGE-2,TEDTALK1161,TEXTRANK.TXT,0.03846,0.02500,0.03030,1
ROUGE-SU4,TEDTALK1161,TEXTRANK.TXT,0.10833,0.06582,0.08189,1
ROUGE-L,TEDTALK1164,TEXTRANK.TXT,0.18421,0.08750,0.11864,1
ROUGE-1,TEDTALK1164,TEXTRANK.TXT,0.27660,0.11017,0.15758,1
ROUGE-2,TEDTALK1164,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1164,TEXTRANK.TXT,0.06977,0.02679,0.03871,1
ROUGE-L,TEDTALK2011,TEXTRANK.TXT,0.11905,0.08333,0.09804,1
ROUGE-1,TEDTALK2011,TEXTRANK.TXT,0.22449,0.13924,0.17188,1
ROUGE-2,TEDTALK2011,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2011,TEXTRANK.TXT,0.05581,0.03117,0.04000,1
ROUGE-L,TEDTALK2010,TEXTRANK.TXT,0.18033,0.13924,0.15714,1
ROUGE-1,TEDTALK2010,TEXTRANK.TXT,0.27027,0.17391,0.21164,1
ROUGE-2,TEDTALK2010,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK2010,TEXTRANK.TXT,0.06364,0.03784,0.04746,1
ROUGE-L,TEDTALK1163,TEXTRANK.TXT,0.15625,0.07246,0.09901,1
ROUGE-1,TEDTALK1163,TEXTRANK.TXT,0.20588,0.06667,0.10072,1
ROUGE-2,TEDTALK1163,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1163,TEXTRANK.TXT,0.04667,0.01414,0.02171,1
ROUGE-L,TEDTALK2013,TEXTRANK.TXT,0.12963,0.08974,0.10606,1
ROUGE-1,TEDTALK2013,TEXTRANK.TXT,0.24194,0.12605,0.16575,1
ROUGE-2,TEDTALK2013,TEXTRANK.TXT,0.01724,0.00855,0.01143,1
ROUGE-SU4,TEDTALK2013,TEXTRANK.TXT,0.06296,0.02957,0.04024,1
ROUGE-L,TEDTALK1166,TEXTRANK.TXT,0.15556,0.10000,0.12174,1
ROUGE-1,TEDTALK1166,TEXTRANK.TXT,0.28261,0.13265,0.18056,1
ROUGE-2,TEDTALK1166,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1166,TEXTRANK.TXT,0.08000,0.03404,0.04776,1
ROUGE-L,TEDTALK2012,TEXTRANK.TXT,0.08046,0.08046,0.08046,1
ROUGE-1,TEDTALK2012,TEXTRANK.TXT,0.23577,0.23016,0.23293,1
ROUGE-2,TEDTALK2012,TEXTRANK.TXT,0.00840,0.00800,0.00820,1
ROUGE-SU4,TEDTALK2012,TEXTRANK.TXT,0.06435,0.05968,0.06192,1
ROUGE-L,TEDTALK1165,TEXTRANK.TXT,0.18182,0.06250,0.09302,1
ROUGE-1,TEDTALK1165,TEXTRANK.TXT,0.21739,0.04717,0.07752,1
ROUGE-2,TEDTALK1165,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1165,TEXTRANK.TXT,0.06316,0.01460,0.02372,1
ROUGE-L,TEDTALK1146,TEXTRANK.TXT,0.14545,0.14035,0.14286,1
ROUGE-1,TEDTALK1146,TEXTRANK.TXT,0.17143,0.14815,0.15894,1
ROUGE-2,TEDTALK1146,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1146,TEXTRANK.TXT,0.04333,0.03291,0.03741,1
ROUGE-L,TEDTALK1145,TEXTRANK.TXT,0.14286,0.07937,0.10204,1
ROUGE-1,TEDTALK1145,TEXTRANK.TXT,0.23077,0.09375,0.13333,1
ROUGE-2,TEDTALK1145,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1145,TEXTRANK.TXT,0.05714,0.02174,0.03150,1
ROUGE-L,TEDTALK1148,TEXTRANK.TXT,0.09259,0.07353,0.08197,1
ROUGE-1,TEDTALK1148,TEXTRANK.TXT,0.20339,0.11009,0.14286,1
ROUGE-2,TEDTALK1148,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1148,TEXTRANK.TXT,0.04364,0.02286,0.03000,1
ROUGE-L,TEDTALK1147,TEXTRANK.TXT,0.13793,0.06780,0.09091,1
ROUGE-1,TEDTALK1147,TEXTRANK.TXT,0.22581,0.08537,0.12389,1
ROUGE-2,TEDTALK1147,TEXTRANK.TXT,0.03448,0.01250,0.01835,1
ROUGE-SU4,TEDTALK1147,TEXTRANK.TXT,0.07407,0.02564,0.03810,1
ROUGE-L,TEDTALK1149,TEXTRANK.TXT,0.10526,0.02439,0.03960,1
ROUGE-1,TEDTALK1149,TEXTRANK.TXT,0.33333,0.06612,0.11034,1
ROUGE-2,TEDTALK1149,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK1149,TEXTRANK.TXT,0.10909,0.02051,0.03453,1
ROUGE-L,TEDTALK373,TEXTRANK.TXT,0.11628,0.07042,0.08772,1
ROUGE-1,TEDTALK373,TEXTRANK.TXT,0.24490,0.13483,0.17391,1
ROUGE-2,TEDTALK373,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK373,TEXTRANK.TXT,0.06977,0.03448,0.04615,1
ROUGE-L,TEDTALK374,TEXTRANK.TXT,0.17143,0.07229,0.10169,1
ROUGE-1,TEDTALK374,TEXTRANK.TXT,0.25581,0.10280,0.14667,1
ROUGE-2,TEDTALK374,TEXTRANK.TXT,0.02439,0.00962,0.01379,1
ROUGE-SU4,TEDTALK374,TEXTRANK.TXT,0.07179,0.02772,0.04000,1
ROUGE-L,TEDTALK375,TEXTRANK.TXT,0.17143,0.10000,0.12632,1
ROUGE-1,TEDTALK375,TEXTRANK.TXT,0.22500,0.09375,0.13235,1
ROUGE-2,TEDTALK375,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK375,TEXTRANK.TXT,0.05000,0.01957,0.02813,1
ROUGE-L,TEDTALK376,TEXTRANK.TXT,0.13514,0.06757,0.09009,1
ROUGE-1,TEDTALK376,TEXTRANK.TXT,0.20000,0.06723,0.10063,1
ROUGE-2,TEDTALK376,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK376,TEXTRANK.TXT,0.04706,0.01416,0.02177,1
ROUGE-L,TEDTALK377,TEXTRANK.TXT,0.11429,0.06250,0.08081,1
ROUGE-1,TEDTALK377,TEXTRANK.TXT,0.12821,0.04762,0.06944,1
ROUGE-2,TEDTALK377,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK377,TEXTRANK.TXT,0.03429,0.01237,0.01818,1
ROUGE-L,TEDTALK378,TEXTRANK.TXT,0.12766,0.12245,0.12500,1
ROUGE-1,TEDTALK378,TEXTRANK.TXT,0.14035,0.09412,0.11268,1
ROUGE-2,TEDTALK378,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK378,TEXTRANK.TXT,0.03265,0.02025,0.02500,1
ROUGE-L,TEDTALK379,TEXTRANK.TXT,0.19444,0.07447,0.10769,1
ROUGE-1,TEDTALK379,TEXTRANK.TXT,0.30233,0.10569,0.15663,1
ROUGE-2,TEDTALK379,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK379,TEXTRANK.TXT,0.08205,0.02689,0.04051,1
ROUGE-L,TEDTALK370,TEXTRANK.TXT,0.15000,0.07692,0.10169,1
ROUGE-1,TEDTALK370,TEXTRANK.TXT,0.19512,0.06154,0.09357,1
ROUGE-2,TEDTALK370,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK370,TEXTRANK.TXT,0.05946,0.01746,0.02699,1
ROUGE-L,TEDTALK371,TEXTRANK.TXT,0.18421,0.10606,0.13462,1
ROUGE-1,TEDTALK371,TEXTRANK.TXT,0.21053,0.08889,0.12500,1
ROUGE-2,TEDTALK371,TEXTRANK.TXT,0.02778,0.01136,0.01613,1
ROUGE-SU4,TEDTALK371,TEXTRANK.TXT,0.05294,0.02093,0.03000,1
ROUGE-L,TEDTALK372,TEXTRANK.TXT,0.10526,0.05063,0.06838,1
ROUGE-1,TEDTALK372,TEXTRANK.TXT,0.16667,0.06087,0.08917,1
ROUGE-2,TEDTALK372,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU4,TEDTALK372,TEXTRANK.TXT,0.04211,0.01441,0.02148,1
ROUGE-L,TEDTALK1151,TEXTRANK.TXT,0.08333,0.05085,0.06316,1
ROUGE-1,TEDTALK1151,TEXTRANK.TXT,0.22500,0.09375,0.13235,1
ROUGE-2,TEDTALK1151,TEXTRANK.TXT,0.02564,0.01053,0.01493,1
ROUGE-SU4,TEDTALK1151,TEXTRANK.TXT,0.05263,0.02128,0.03030,1
ROUGE-L,TEDTALK1150,TEXTRANK.TXT,0.15385,0.05479,0.08081,1
ROUGE-1,TEDTALK1150,TEXTRANK.TXT,0.21429,0.06250,0.09677,1
ROUGE-2,TEDTALK1150,TEXTRANK.TXT,0.00000,0.00000,0.00000,1
